Year,System,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2017,Etowah County,Duck Springs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,192,*,*,11,5.73,19,9.90,*,*,158,82.29,*,*
2017,Lawrence County,East Lawrence High School,All Grades,All Gender,All Ethnicity,All SubPopulation,380,*,*,54,14.21,24,6.32,*,*,297,78.16,*,*
2017,Elba City,Elba High School,All Grades,All Gender,All Ethnicity,All SubPopulation,306,*,*,142,46.41,*,*,*,*,145,47.39,17,5.56
2017,Conecuh County,Evergreen Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,456,*,*,394,86.40,16,~,*,*,45,9.87,*,*
2017,Monroe County,Excel High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1040,*,*,240,23.08,19,~,*,*,755,72.60,24,~
2017,Fairfield City,Fairfield High Preparatory School,All Grades,All Gender,All Ethnicity,All SubPopulation,818,*,*,803,~,*,*,*,*,14,~,*,*
2017,Hartselle City,FE Burleson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,457,*,*,41,8.97,*,*,*,*,398,87.09,14,~
2017,Florence City,Florence High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1028,16,~,321,31.23,*,*,*,*,629,61.19,59,5.74
2017,Fort Payne City,Fort Payne High School,All Grades,All Gender,All Ethnicity,All SubPopulation,934,*,*,39,~,284,30.41,*,*,575,61.56,23,~
2017,Geneva County,Geneva County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,220,*,*,42,19.09,*,*,*,*,173,78.64,*,*
2017,Homewood City,Hall Kent Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,682,22,~,189,27.71,*,*,*,*,416,61.00,47,6.89
2017,Roanoke City,Handley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,496,*,*,186,37.50,*,*,*,*,298,60.08,*,*
2017,Muscle Shoals City,Highland Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,216,*,*,33,15.28,*,*,*,*,163,75.46,*,*
2017,Elmore County,Holtville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,477,*,*,36,7.55,*,*,*,*,422,88.47,12,~
2017,Jacksonville City,Jacksonville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,707,*,*,215,30.41,*,*,*,*,479,67.75,*,*
2017,Coffee County,Kinston School,All Grades,All Gender,All Ethnicity,All SubPopulation,522,*,*,*,*,*,*,*,*,507,~,*,*
2017,Sumter County,Kinterbish Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,181,*,*,*,*,*,*,*,*,*,*,*,*
2017,Leeds City,Leeds Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,404,*,*,85,21.04,*,*,*,*,294,72.77,11,~
2017,Linden City,Linden Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,231,*,*,214,92.64,*,*,*,*,14,6.06,*,*
2017,Washington County,McIntosh Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,273,*,*,118,43.22,101,37.00,*,*,44,16.12,*,*
2017,Jasper City,Memorial Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,495,*,*,26,5.25,16,~,*,*,439,88.69,*,*
2017,Midfield City,Midfield High School,All Grades,All Gender,All Ethnicity,All SubPopulation,358,*,*,*,*,*,*,*,*,*,*,*,*
2017,Geneva City,Mulkey Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,650,*,*,88,13.54,*,*,*,*,539,82.92,17,~
2017,Oneonta City,Oneonta High School,All Grades,All Gender,All Ethnicity,All SubPopulation,458,*,*,25,5.46,27,5.90,*,*,378,82.53,24,5.24
2017,Opp City,Opp Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,388,*,*,78,20.10,*,*,*,*,300,77.32,*,*
2017,Oxford City,Oxford High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1273,16,~,354,27.81,*,*,*,*,874,68.66,26,~
2017,Cullman County,Parkside Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,328,*,*,*,*,*,*,*,*,293,89.33,32,9.76
2017,Piedmont City,Piedmont High School,All Grades,All Gender,All Ethnicity,All SubPopulation,355,*,*,44,12.39,*,*,*,*,299,84.23,*,*
2017,Madison City,Rainbow Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,866,73,8.43,173,19.98,42,~,*,*,512,59.12,64,7.39
2017,Randolph County,Randolph County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,481,*,*,99,20.58,*,*,*,*,353,73.39,23,~
2017,Russellville City,Russellville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,520,*,*,28,5.38,194,37.31,*,*,290,55.77,*,*
2017,Saraland City,Saraland Middle School/Adams Campus,All Grades,All Gender,All Ethnicity,All SubPopulation,927,15,~,121,13.05,20,~,*,*,752,81.12,19,~
2017,Satsuma City,Satsuma High School,All Grades,All Gender,All Ethnicity,All SubPopulation,718,*,*,76,10.58,24,~,*,*,598,83.29,15,~
2017,Tallassee City,Tallassee Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,741,*,*,204,27.53,*,*,*,*,518,69.91,*,*
2017,Tarrant City,Tarrant Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,348,*,*,218,62.64,76,21.84,*,*,37,10.63,14,~
2017,Thomasville City,Thomasville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,494,*,*,243,49.19,*,*,*,*,246,49.80,*,*
2017,Alabaster City,Thompson Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,973,12,~,173,17.78,169,17.37,*,*,557,57.25,60,6.17
2017,Demopolis City,US Jones Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,568,*,*,275,48.42,24,~,*,*,254,44.72,*,*
2017,Vestavia Hills City,Vestavia Hills High School,All Grades,All Gender,All Ethnicity,All SubPopulation,2031,94,~,162,7.98,*,*,*,*,1711,84.24,54,~
2017,Sheffield City,WA Threadgill Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,333,*,*,147,44.14,*,*,*,*,184,55.26,*,*
2017,Winfield City,Winfield High School,All Grades,All Gender,All Ethnicity,All SubPopulation,388,*,*,19,~,*,*,*,*,361,93.04,*,*
2017,Talladega County,BB Comer Memorial Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,514,*,*,133,25.88,*,*,*,*,370,71.98,11,~
2017,Lee County,Beulah Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,719,*,*,126,17.52,*,*,*,*,552,76.77,35,~
2017,Decatur City,Brookhaven Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,473,*,*,171,36.15,*,*,*,*,286,60.47,12,~
2017,Mobile County,North Mobile County Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,523,*,*,207,39.58,20,~,*,*,274,52.39,20,~
2017,Geneva County,Geneva County Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,205,*,*,39,19.02,*,*,*,*,156,76.10,*,*
2017,Decatur City,Cedar Ridge Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,809,26,~,269,33.25,*,*,*,*,484,59.83,22,~
2017,Shelby County,Chelsea Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1015,18,~,77,7.59,*,*,*,*,897,88.37,14,~
2017,Elmore County,Millbrook Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1179,31,~,488,41.39,12,~,*,*,608,51.57,40,~
2017,Huntsville City,Academy For Academics & Arts,All Grades,All Gender,All Ethnicity,All SubPopulation,675,*,*,372,55.11,*,*,*,*,241,35.70,50,7.41
2017,Andalusia City,Andalusia Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,975,*,*,298,30.56,*,*,*,*,621,63.69,39,~
2017,Athens City,Athens Renaissance School,All Grades,All Gender,All Ethnicity,All SubPopulation,1156,*,*,43,~,*,*,*,*,1086,93.94,12,~
2017,Barbour County,Barbour County Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,285,*,*,220,77.19,39,13.68,*,*,23,8.07,*,*
2017,Lauderdale County,Brooks Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,923,*,*,49,5.31,*,*,*,*,849,91.98,15,~
2017,Tuscaloosa County,Brookwood Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,772,*,*,78,10.10,*,*,*,*,664,86.01,21,~
2017,Baldwin County,Central Baldwin Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,687,*,*,38,5.53,*,*,*,*,606,88.21,35,5.09
2017,Lowndes County,Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,273,*,*,*,*,*,*,*,*,*,*,*,*
2017,Decatur City,Chestnut Grove Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,413,*,*,101,24.46,*,*,*,*,263,63.68,36,8.72
2017,Choctaw County,Choctaw County Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,418,*,*,349,83.49,*,*,*,*,65,15.55,*,*
2017,Anniston City,Cobb Pre-K Academy,All Grades,All Gender,All Ethnicity,All SubPopulation,184,*,*,*,*,*,*,*,*,*,*,*,*
2017,Limestone County,Creekside Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1058,13,~,175,16.54,*,*,*,*,833,78.73,27,~
2017,Morgan County,Danville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,400,*,*,12,~,18,~,*,*,363,90.75,*,*
2017,Winston County,Double Springs Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,253,*,*,*,*,*,*,*,*,*,*,*,*
2017,Lawrence County,East Lawrence Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,560,*,*,34,6.07,33,5.89,*,*,462,82.50,28,~
2017,Escambia County,Escambia County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,458,*,*,374,81.66,22,~,*,*,60,13.10,*,*
2017,Attalla City,Etowah High School,All Grades,All Gender,All Ethnicity,All SubPopulation,649,*,*,97,14.95,33,5.08,*,*,472,72.73,47,7.24
2017,Greene County,Eutaw Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,375,*,*,*,*,*,*,*,*,*,*,*,*
2017,Fayette County,Fayette County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,403,*,*,93,23.08,*,*,*,*,307,76.18,*,*
2017,Fort Payne City,Fort Payne Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,987,13,~,24,~,350,35.46,*,*,564,57.14,34,~
2017,Perry County,Francis Marion School,All Grades,All Gender,All Ethnicity,All SubPopulation,772,*,*,757,~,*,*,*,*,13,~,*,*
2017,Macon County,George Washington Carver Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,506,*,*,*,*,*,*,*,*,*,*,*,*
2017,Pike County,Goshen Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,454,*,*,185,40.75,*,*,*,*,243,53.52,19,~
2017,Haleyville City,Haleyville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,837,*,*,18,~,*,*,*,*,758,90.56,51,6.09
2017,Hartselle City,Hartselle Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,478,*,*,14,~,*,*,*,*,439,91.84,13,~
2017,Piedmont City,Piedmont Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,261,*,*,26,9.96,*,*,*,*,227,86.97,*,*
2017,Attalla City,Etowah Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,363,*,*,60,16.53,19,5.23,*,*,275,75.76,*,*
2017,Shelby County,Forest Oaks Elementary School ,All Grades,All Gender,All Ethnicity,All SubPopulation,677,*,*,54,7.98,11,~,*,*,595,87.89,*,*
2017,Scottsboro City,Thurston T Nelson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,271,*,*,*,*,19,7.01,*,*,233,85.98,*,*
2017,Jefferson County,Adamsville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,307,*,*,184,59.93,*,*,*,*,121,39.41,*,*
2017,Pickens County,Aliceville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,256,*,*,*,*,*,*,*,*,*,*,*,*
2017,Arab City,Arab Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,562,*,*,*,*,*,*,*,*,551,~,*,*
2017,Marshall County,Asbury High School,All Grades,All Gender,All Ethnicity,All SubPopulation,541,*,*,*,*,13,~,*,*,512,94.64,*,*
2017,Athens City,Athens High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1060,24,~,251,23.68,26,~,*,*,709,66.89,48,~
2017,Walker County,Bankhead Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,337,*,*,22,6.53,*,*,*,*,310,91.99,*,*
2017,Montgomery County,Bear Exploration Center,All Grades,All Gender,All Ethnicity,All SubPopulation,514,21,~,214,41.63,*,*,*,*,269,52.33,*,*
2017,Blount County,Blountsville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,626,*,*,*,*,99,15.81,*,*,523,83.55,*,*
2017,Tuscaloosa County,Brookwood High School,All Grades,All Gender,All Ethnicity,All SubPopulation,980,*,*,97,9.90,11,~,*,*,852,86.94,14,~
2017,Madison County,Buckhorn High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1395,20,~,293,21.00,122,8.75,*,*,937,67.17,22,~
2017,Tuscaloosa City,Central Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,298,*,*,285,~,12,~,*,*,*,*,*,*
2017,Lauderdale County,Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1354,*,*,60,~,*,*,*,*,1274,94.09,16,~
2017,Phenix City,Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1354,*,*,895,66.10,12,~,*,*,359,26.51,82,6.06
2017,Cherokee County,Centre Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,651,*,*,50,7.68,*,*,*,*,578,88.79,16,~
2017,Bibb County,Centreville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,442,*,*,149,33.71,*,*,*,*,285,64.48,*,*
2017,Talladega County,Charles R Drew Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,438,*,*,110,25.11,*,*,*,*,326,74.43,*,*
2017,Chilton County,Clanton Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,647,*,*,116,17.93,43,6.65,*,*,455,70.32,22,~
2017,Selma City,Clark Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,396,*,*,*,*,*,*,*,*,*,*,*,*
2017,Cullman County,Cold Springs High School,All Grades,All Gender,All Ethnicity,All SubPopulation,288,*,*,*,*,*,*,*,*,*,*,*,*
2017,DeKalb County,Collinsville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,938,*,*,42,~,113,12.05,*,*,751,80.06,25,~
2017,Madison City,Columbia Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,819,98,11.97,187,22.83,*,*,*,*,482,58.85,43,5.25
2017,Enterprise City,Coppinville School,All Grades,All Gender,All Ethnicity,All SubPopulation,436,*,*,108,24.77,18,~,*,*,277,63.53,23,5.28
2017,Mountain Brook City,Crestline Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,744,*,*,*,*,*,*,*,*,730,~,11,~
2017,Morgan County,Danville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,419,*,*,15,~,20,~,*,*,384,91.65,*,*
2017,Decatur City,Decatur High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1073,*,*,342,31.87,*,*,*,*,698,65.05,15,~
2017,Dothan City,Dothan High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1181,11,~,729,61.73,*,*,*,*,424,35.90,13,~
2017,Jackson County,Dutton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,236,*,*,*,*,51,21.61,*,*,178,75.42,*,*
2017,Cullman City,East Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,582,19,~,*,*,*,*,*,*,543,93.30,15,~
2017,Limestone County,East Limestone High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1209,11,~,189,15.63,17,~,*,*,979,80.98,12,~
2017,Chambers County,Fairfax Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,481,*,*,191,39.71,*,*,*,*,272,56.55,12,~
2017,Fayette County,Fayette Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,439,*,*,102,23.23,*,*,*,*,321,73.12,11,~
2017,Covington County,Fleeta School,All Grades,All Gender,All Ethnicity,All SubPopulation,170,*,*,*,*,*,*,*,*,155,91.18,*,*
2017,Lowndes County,Fort Deposit Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,250,*,*,*,*,*,*,*,*,*,*,*,*
2017,Washington County,Fruitdale High School,All Grades,All Gender,All Ethnicity,All SubPopulation,428,*,*,51,11.92,15,~,*,*,354,82.71,*,*
2017,Cleburne County,Fruithurst Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,251,*,*,*,*,*,*,*,*,*,*,*,*
2017,Geneva City,Geneva Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,290,*,*,40,13.79,*,*,*,*,244,84.14,*,*
2017,Pike County,Goshen High School,All Grades,All Gender,All Ethnicity,All SubPopulation,425,*,*,163,38.35,*,*,*,*,246,57.88,14,~
2017,Greene County,Greene County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,432,*,*,*,*,*,*,*,*,*,*,*,*
2017,Butler County,Greenville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,657,*,*,473,71.99,*,*,*,*,171,26.03,*,*
2017,Guntersville City,Guntersville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,456,*,*,54,11.84,20,~,*,*,336,73.68,37,8.11
2017,Dale County,GW Long Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,480,*,*,31,6.46,12,~,*,*,430,89.58,*,*
2017,Haleyville City,Haleyville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,477,*,*,12,~,*,*,*,*,454,~,*,*
2017,Hartselle City,Hartselle Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,499,*,*,19,~,*,*,*,*,458,91.78,12,~
2017,Henry County,Headland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,776,*,*,153,19.72,14,~,*,*,582,75.00,25,~
2017,Crenshaw County,Highland Home School,All Grades,All Gender,All Ethnicity,All SubPopulation,841,*,*,202,24.02,*,*,*,*,637,75.74,*,*
2017,Homewood City,Homewood Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,925,22,~,165,17.84,*,*,*,*,694,75.03,36,~
2017,Muscle Shoals City,Howell Graves Preschool,All Grades,All Gender,All Ethnicity,All SubPopulation,273,*,*,49,17.95,*,*,*,*,205,75.09,*,*
2017,Opelika City,Jeter Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,334,*,*,196,58.68,*,*,*,*,108,32.34,15,~
2017,Alexander City,Jim Pearson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,825,*,*,364,44.12,13,~,*,*,428,51.88,14,~
2017,Roanoke City,Knight Enloe Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,495,*,*,181,36.57,*,*,*,*,312,63.03,*,*
2017,Russell County,Ladonia Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,533,*,*,82,15.38,*,*,*,*,412,77.30,26,~
2017,Lanett City,Lanett Senior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,216,*,*,197,91.20,*,*,*,*,14,6.48,*,*
2017,Leeds City,Leeds High School,All Grades,All Gender,All Ethnicity,All SubPopulation,481,*,*,132,27.44,*,*,*,*,318,66.11,23,~
2017,Linden City,Linden High School,All Grades,All Gender,All Ethnicity,All SubPopulation,167,*,*,*,*,*,*,*,*,*,*,*,*
2017,Lee County,Loachapoka High School,All Grades,All Gender,All Ethnicity,All SubPopulation,235,*,*,186,79.15,*,*,*,*,35,14.89,*,*
2017,Winston County,Lynn High School,All Grades,All Gender,All Ethnicity,All SubPopulation,193,*,*,*,*,*,*,*,*,*,*,*,*
2017,St Clair County,Margaret Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,669,*,*,99,14.80,*,*,*,*,541,80.87,17,~
2017,Eufaula City,Moorer Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1005,15,~,419,41.69,*,*,*,*,559,55.62,*,*
2017,Opp City,Opp Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,571,*,*,123,21.54,*,*,*,*,436,76.36,*,*
2017,Oxford City,Oxford Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,583,*,*,141,24.19,*,*,*,*,400,68.61,32,5.49
2017,Franklin County,Phil Campbell High School,All Grades,All Gender,All Ethnicity,All SubPopulation,394,*,*,*,*,*,*,*,*,381,~,*,*
